x y z
0.530293 -1.874230 1.303245
0.412628 -1.942278 1.266768
0.325093 -2.018874 1.238095
0.146043 -2.024734 1.125382
0.013526 -1.627179 1.060893
0.004064 -1.458703 1.098982
0.045758 -1.241558 1.147067
0.091162 -1.133754 1.169096
0.180294 -0.877599 1.140891
0.298706 -0.586331 1.139639
0.419647 -0.402968 1.182203
0.467267 -0.431302 1.238608
0.347760 -0.671552 1.130033
0.131502 -0.837909 0.969726
-0.033639 -0.937524 0.836685
-0.160450 -0.986076 0.844699
-0.195661 -1.047866 0.899225
-0.189453 -1.060696 0.918097
-0.133696 -1.031979 0.997294
-0.070807 -1.062963 1.079716
0.025526 -1.150174 1.281072
0.291996 -1.168248 1.699852
0.522132 -1.086522 1.894611
0.793801 -0.997519 1.996784
1.091047 -0.929513 2.075188
1.316653 -0.790626 2.023708
1.507631 -0.757801 1.844790
1.541999 -0.601099 1.599551
1.493679 -0.517506 1.293909
1.302013 -0.345027 0.839052
1.179873 -0.265390 0.508798
1.059232 -0.341097 0.328232
0.945639 -0.375207 0.276260
0.873424 -0.451809 0.321613
0.786611 -0.427521 0.485799
0.728597 -0.486760 0.634613
0.673546 -0.575819 0.780261
0.685239 -0.642553 0.992684
0.677027 -0.861390 1.139282
0.633964 -1.018000 1.205448
0.596573 -1.119705 1.075539
0.525642 -1.219128 0.838276
0.374648 -1.217872 0.512746
0.224152 -1.199637 0.074729
0.179138 -1.089397 -0.223211
0.175183 -1.058003 -0.559734
0.233593 -1.099715 -0.635507
0.420975 -1.058349 -0.440175
0.574173 -1.159065 -0.195544
0.748863 -1.265039 0.106363
0.997182 -1.414230 0.394542
1.164337 -1.578269 0.669826
1.246383 -1.589750 0.791147
1.318811 -1.656232 0.896230
1.469992 -1.634254 1.078082
1.702307 -1.752148 1.286147
1.800045 -1.773965 1.399155
1.826012 -1.734724 1.469872
1.841066 -1.652891 1.381254
1.730379 -1.528086 1.264226
1.602445 -1.273284 1.069403
1.442736 -1.167775 0.919355
1.244411 -1.002326 0.868225
0.998859 -0.691379 0.861173
1.002729 -0.517341 1.004249
1.092554 -0.574449 1.135959
1.106240 -0.523158 1.067134
1.186120 -0.488791 0.943841
1.350362 -0.704756 0.877760
1.325667 -0.795218 0.810122
1.074772 -0.943956 0.695940
0.491912 -0.955532 0.557502
0.246705 -0.755276 0.413060
0.253638 -0.743532 0.402831
0.303549 -0.713499 0.535353
0.523574 -0.912155 0.705427
0.674061 -1.152832 1.022106
0.694872 -1.317985 1.087776
0.660602 -1.480020 1.010547
0.661454 -1.358554 0.905518
0.513713 -1.451217 0.679655
0.568743 -1.472777 0.676664
0.809902 -1.530339 0.727536
0.857150 -1.640423 0.740038
0.896634 -1.773887 0.731354
1.013682 -1.630991 0.775625
1.093431 -1.589626 0.938315
1.198974 -1.531722 1.043710
1.167673 -1.552982 1.077642
1.031365 -1.274636 1.289490
1.044862 -1.250506 1.360105
1.318773 -1.137640 1.529198
1.547295 -1.005686 1.632298
1.577864 -1.060503 1.769884
1.430095 -1.007626 1.845219
1.211143 -1.182179 1.749328
1.114069 -1.059169 1.619588
1.111457 -0.979296 1.500154
0.991019 -0.820968 1.111667
0.914401 -0.725820 0.968808
0.813201 -0.818287 0.750499
0.842482 -0.799692 0.649757
0.961321 -0.573597 0.510391
0.971855 -0.514560 0.477734
1.107839 -0.352854 0.576672
1.172501 -0.351168 0.817735
1.177800 -0.303505 0.887375
1.226878 -0.172266 1.247713
1.295589 0.040374 1.576395
1.423557 -0.027389 1.820188
1.460153 0.038435 2.021961
1.422203 0.050191 2.135158
1.396085 0.007543 2.191287
1.109324 0.291866 2.050675
0.886113 0.375296 1.816587
0.639376 0.557914 1.553657
0.477285 0.662029 1.244188
0.364697 0.773111 0.907282
0.379552 0.821901 0.777865
0.426745 0.804089 0.694090
0.649649 0.673111 0.533176
0.062683 0.807642 0.427148
-0.682959 1.161702 0.355141
-1.162558 1.594594 0.236412
-1.282549 1.645484 0.114092
-1.256090 1.743739 0.001046
-1.233237 1.684502 -0.108449
-1.471025 1.487275 -0.144013
-1.610019 1.317119 -0.281011
-1.595326 1.131920 -0.439207
-1.516953 1.140624 -0.563388
-1.479519 0.990273 -0.622532
-1.429684 0.769166 -0.557903
-1.216601 0.600912 -0.468109
-0.732469 0.482899 -0.433730
-0.267287 0.513588 -0.197851
0.032911 0.496764 0.139556
0.257332 0.376467 0.389675
0.365107 0.326542 0.542949
0.361940 0.355683 0.515481
0.338783 0.518806 0.595051
0.296173 0.580370 0.706848
0.325829 0.447541 0.885178
0.374823 0.213383 0.988583
0.478787 -0.072951 1.040774
0.571833 -0.324421 1.168825
0.500205 -0.338908 1.207184
0.408609 -0.275581 1.172003
