x y z
0.094029 -0.073501 0.138208
0.094012 -0.073665 0.138226
0.093987 -0.073897 0.138255
0.093970 -0.074056 0.138275
0.093945 -0.074316 0.138301
0.093936 -0.074593 0.138324
0.093933 -0.074815 0.138344
0.093925 -0.075065 0.138364
0.093914 -0.075286 0.138381
0.093902 -0.075545 0.138407
0.093895 -0.075803 0.138442
0.093895 -0.075997 0.138469
0.093896 -0.076260 0.138507
0.093901 -0.076554 0.138550
0.093907 -0.076801 0.138588
0.093921 -0.077033 0.138626
0.093948 -0.077341 0.138671
0.093982 -0.077600 0.138699
0.094015 -0.077826 0.138721
0.094059 -0.078079 0.138743
0.094127 -0.078396 0.138761
0.094185 -0.078619 0.138769
0.094248 -0.078837 0.138772
0.094327 -0.079086 0.138772
0.094408 -0.079332 0.138768
0.094486 -0.079545 0.138763
0.094582 -0.079782 0.138764
0.094631 -0.079898 0.138769
0.094710 -0.080072 0.138777
0.094863 -0.080392 0.138799
0.094993 -0.080638 0.138826
0.095072 -0.080772 0.138843
0.095227 -0.081021 0.138868
0.095396 -0.081284 0.138891
0.095532 -0.081486 0.138908
0.095677 -0.081669 0.138936
0.095791 -0.081784 0.138961
0.095932 -0.081920 0.138993
0.096081 -0.082059 0.139026
0.096276 -0.082221 0.139057
0.096403 -0.082319 0.139081
0.096536 -0.082418 0.139111
0.096696 -0.082533 0.139152
0.096827 -0.082622 0.139188
0.097006 -0.082732 0.139241
0.097178 -0.082824 0.139288
0.097306 -0.082888 0.139323
0.097483 -0.082977 0.139371
0.097672 -0.083066 0.139419
0.097860 -0.083141 0.139458
0.098074 -0.083216 0.139496
0.098247 -0.083273 0.139529
0.098423 -0.083325 0.139568
0.098611 -0.083371 0.139614
0.098813 -0.083411 0.139666
0.098996 -0.083443 0.139707
0.098996 -0.083443 0.139707
0.099105 -0.083462 0.139730
0.099613 -0.083551 0.139833
0.099651 -0.083558 0.139840
0.100027 -0.083600 0.139922
0.100213 -0.083614 0.139966
0.100419 -0.083629 0.140015
0.100627 -0.083642 0.140063
0.100815 -0.083649 0.140107
0.101031 -0.083664 0.140161
0.101260 -0.083685 0.140216
0.101497 -0.083707 0.140272
0.101729 -0.083724 0.140334
0.101927 -0.083735 0.140395
0.102118 -0.083748 0.140461
0.102418 -0.083778 0.140567
0.102614 -0.083796 0.140631
0.102809 -0.083811 0.140687
0.103022 -0.083822 0.140741
0.103202 -0.083833 0.140778
0.103404 -0.083849 0.140817
0.103617 -0.083877 0.140860
0.103807 -0.083912 0.140901
0.103940 -0.083938 0.140935
0.104116 -0.083976 0.140986
0.104345 -0.084033 0.141068
0.104546 -0.084099 0.141158
0.104707 -0.084161 0.141231
0.104891 -0.084236 0.141312
0.105053 -0.084307 0.141379
0.105168 -0.084358 0.141425
0.105344 -0.084438 0.141492
0.105577 -0.084553 0.141581
0.105776 -0.084653 0.141654
0.105936 -0.084735 0.141715
0.106095 -0.084812 0.141778
0.106251 -0.084885 0.141842
0.106404 -0.084959 0.141905
0.106528 -0.085020 0.141956
0.106727 -0.085118 0.142035
0.106868 -0.085192 0.142092
0.106965 -0.085240 0.142134
0.107102 -0.085313 0.142194
0.107262 -0.085399 0.142270
0.107398 -0.085472 0.142336
0.107544 -0.085554 0.142401
0.107726 -0.085654 0.142479
0.107879 -0.085739 0.142540
0.108035 -0.085825 0.142606
0.108189 -0.085907 0.142676
0.108189 -0.085907 0.142676
0.108241 -0.085934 0.142697
0.108674 -0.086151 0.142870
0.108783 -0.086204 0.142912
0.109032 -0.086321 0.143010
0.109059 -0.086333 0.143022
0.109462 -0.086506 0.143190
0.109578 -0.086553 0.143239
0.109753 -0.086616 0.143316
0.109934 -0.086679 0.143396
0.110148 -0.086752 0.143490
0.110329 -0.086811 0.143572
0.110513 -0.086868 0.143652
0.110705 -0.086925 0.143736
0.110959 -0.086994 0.143849
0.111114 -0.087032 0.143917
0.111329 -0.087080 0.144008
0.111550 -0.087128 0.144098
0.111776 -0.087175 0.144187
0.112009 -0.087216 0.144272
0.112144 -0.087234 0.144321
0.112341 -0.087254 0.144393
0.112609 -0.087275 0.144487
0.112821 -0.087290 0.144558
0.113002 -0.087301 0.144618
0.113222 -0.087316 0.144692
0.113404 -0.087329 0.144751
0.113690 -0.087346 0.144848
0.113979 -0.087356 0.144950
0.114162 -0.087359 0.145016
0.114347 -0.087363 0.145080
0.114640 -0.087364 0.145176
0.114824 -0.087361 0.145234
0.115008 -0.087355 0.145290
0.115263 -0.087340 0.145369
0.115512 -0.087324 0.145441
0.115653 -0.087314 0.145480
0.115937 -0.087291 0.145560
0.116217 -0.087267 0.145637
0.116354 -0.087251 0.145672
0.116500 -0.087235 0.145712
0.116689 -0.087213 0.145762
0.117077 -0.087170 0.145857
0.117176 -0.087159 0.145879
0.117423 -0.087125 0.145933
0.117610 -0.087094 0.145978
0.117842 -0.087051 0.146036
0.117995 -0.087028 0.146075
0.118154 -0.087001 0.146115
0.118348 -0.086971 0.146159
0.118690 -0.086917 0.146231
0.118882 -0.086887 0.146270
0.119076 -0.086858 0.146314
0.119206 -0.086837 0.146342
0.119431 -0.086803 0.146386
0.119681 -0.086765 0.146426
0.119783 -0.086749 0.146439
0.120050 -0.086710 0.146475
0.120276 -0.086683 0.146500
0.120508 -0.086657 0.146520
0.120666 -0.086636 0.146537
0.120885 -0.086600 0.146565
0.121011 -0.086578 0.146583
0.121237 -0.086547 0.146615
0.121385 -0.086528 0.146636
0.121535 -0.086511 0.146661
0.121751 -0.086492 0.146698
0.122001 -0.086475 0.146736
0.122131 -0.086467 0.146751
0.122332 -0.086454 0.146772
0.122520 -0.086444 0.146790
0.122800 -0.086425 0.146813
0.122996 -0.086405 0.146828
0.123141 -0.086382 0.146837
0.123281 -0.086355 0.146843
0.123424 -0.086333 0.146851
0.123576 -0.086322 0.146861
0.123823 -0.086317 0.146884
0.124020 -0.086320 0.146902
0.124188 -0.086329 0.146916
0.124377 -0.086342 0.146929
0.124544 -0.086351 0.146946
0.124733 -0.086363 0.146964
0.124916 -0.086375 0.146981
0.125366 -0.086392 0.147010
0.125596 -0.086397 0.147030
0.125848 -0.086408 0.147055
0.126044 -0.086418 0.147077
0.126140 -0.086425 0.147086
0.126278 -0.086436 0.147100
0.126439 -0.086452 0.147112
0.126553 -0.086464 0.147121
0.126685 -0.086474 0.147128
0.126808 -0.086480 0.147131
0.126920 -0.086485 0.147132
0.127033 -0.086493 0.147133
0.127121 -0.086503 0.147135
0.127263 -0.086523 0.147141
0.127363 -0.086538 0.147149
0.127476 -0.086555 0.147164
0.127572 -0.086569 0.147181
0.127666 -0.086583 0.147202
0.127759 -0.086600 0.147226
0.127834 -0.086616 0.147247
0.127915 -0.086632 0.147270
0.127986 -0.086645 0.147294
0.128041 -0.086655 0.147310
0.128109 -0.086663 0.147331
0.128159 -0.086670 0.147344
0.128212 -0.086678 0.147358
0.128263 -0.086687 0.147371
0.128300 -0.086693 0.147379
0.128331 -0.086695 0.147385
0.128357 -0.086691 0.147394
0.128376 -0.086688 0.147402
0.128393 -0.086679 0.147410
0.128401 -0.086667 0.147417
0.128403 -0.086652 0.147424
0.128398 -0.086638 0.147430
0.128394 -0.086629 0.147433
0.128390 -0.086623 0.147436
0.128380 -0.086619 0.147437
0.128373 -0.086619 0.147434
0.128355 -0.086617 0.147429
0.128325 -0.086610 0.147420
0.128282 -0.086596 0.147407
0.128259 -0.086589 0.147400
0.128193 -0.086571 0.147382
0.128130 -0.086552 0.147364
0.128070 -0.086536 0.147349
0.128018 -0.086523 0.147336
0.128007 -0.086520 0.147334
0.127947 -0.086507 0.147316
0.127896 -0.086497 0.147302
0.127768 -0.086463 0.147269
0.127600 -0.086395 0.147240
0.127486 -0.086347 0.147225
0.127325 -0.086296 0.147199
0.127175 -0.086265 0.147172
0.127034 -0.086244 0.147146
0.126883 -0.086224 0.147120
0.126737 -0.086198 0.147093
0.126554 -0.086153 0.147061
0.126430 -0.086117 0.147039
0.126225 -0.086053 0.147002
0.125956 -0.085974 0.146954
0.125798 -0.085938 0.146920
0.125637 -0.085907 0.146886
0.125448 -0.085873 0.146847
0.125218 -0.085823 0.146805
0.124975 -0.085761 0.146765
0.124756 -0.085708 0.146729
0.124507 -0.085656 0.146686
0.124294 -0.085618 0.146650
0.123993 -0.085564 0.146591
0.123741 -0.085511 0.146537
0.123547 -0.085463 0.146492
0.123322 -0.085410 0.146438
0.123041 -0.085351 0.146368
0.122794 -0.085303 0.146311
0.122637 -0.085274 0.146278
0.122412 -0.085229 0.146230
0.122190 -0.085187 0.146186
0.121968 -0.085145 0.146147
0.121655 -0.085086 0.146101
0.121480 -0.085055 0.146074
0.121187 -0.084997 0.146025
0.121011 -0.084962 0.145998
0.120798 -0.084920 0.145968
0.120594 -0.084880 0.145939
0.120393 -0.084838 0.145905
0.120227 -0.084798 0.145878
0.120033 -0.084745 0.145849
0.119751 -0.084665 0.145816
0.119631 -0.084637 0.145806
0.119519 -0.084616 0.145796
0.119280 -0.084583 0.145777
0.119068 -0.084563 0.145761
0.118960 -0.084547 0.145751
0.118816 -0.084512 0.145739
0.118636 -0.084453 0.145728
0.118457 -0.084390 0.145724
0.118329 -0.084354 0.145719
0.118200 -0.084340 0.145711
0.118097 -0.084355 0.145705
0.117985 -0.084363 0.145699
0.117851 -0.084339 0.145695
0.117726 -0.084303 0.145697
0.117606 -0.084269 0.145696
0.117505 -0.084255 0.145696
0.117439 -0.084258 0.145698
0.117377 -0.084275 0.145705
0.117330 -0.084292 0.145714
0.117263 -0.084305 0.145724
0.117173 -0.084300 0.145736
0.117090 -0.084283 0.145742
0.117029 -0.084266 0.145749
0.116951 -0.084253 0.145758
0.116898 -0.084253 0.145768
0.116844 -0.084266 0.145781
0.116810 -0.084296 0.145793
0.116790 -0.084321 0.145808
0.116752 -0.084343 0.145831
0.116721 -0.084347 0.145844
0.116670 -0.084341 0.145858
0.116621 -0.084334 0.145869
0.116583 -0.084335 0.145879
0.116561 -0.084348 0.145896
0.116551 -0.084362 0.145911
0.116545 -0.084386 0.145930
0.116539 -0.084404 0.145950
0.116536 -0.084419 0.145967
0.116533 -0.084428 0.145979
0.116533 -0.084437 0.145998
0.116525 -0.084433 0.146019
0.116514 -0.084424 0.146037
0.116509 -0.084417 0.146050
0.116516 -0.084426 0.146069
0.116538 -0.084448 0.146095
0.116568 -0.084471 0.146125
0.116594 -0.084486 0.146158
0.116604 -0.084490 0.146182
0.116612 -0.084490 0.146202
0.116630 -0.084493 0.146227
0.116654 -0.084501 0.146245
0.116685 -0.084515 0.146263
0.116714 -0.084533 0.146278
0.116744 -0.084545 0.146294
0.116769 -0.084556 0.146305
0.116795 -0.084561 0.146315
0.116813 -0.084564 0.146322
0.116833 -0.084568 0.146333
0.116858 -0.084575 0.146348
0.116892 -0.084591 0.146364
0.116950 -0.084622 0.146386
0.117012 -0.084652 0.146412
0.117060 -0.084669 0.146433
0.117103 -0.084677 0.146454
0.117149 -0.084682 0.146474
0.117199 -0.084690 0.146495
0.117255 -0.084705 0.146519
0.117299 -0.084720 0.146536
0.117370 -0.084748 0.146566
0.117419 -0.084766 0.146584
0.117466 -0.084780 0.146605
0.117530 -0.084791 0.146632
0.117583 -0.084799 0.146654
0.117635 -0.084802 0.146675
0.117684 -0.084807 0.146694
0.117750 -0.084821 0.146721
0.117821 -0.084849 0.146744
0.117896 -0.084880 0.146769
0.117963 -0.084904 0.146795
0.118020 -0.084914 0.146819
0.118070 -0.084910 0.146844
0.118111 -0.084908 0.146864
0.118154 -0.084917 0.146882
0.118227 -0.084947 0.146911
0.118299 -0.084981 0.146936
0.118360 -0.085009 0.146959
0.118410 -0.085028 0.146980
0.118434 -0.085025 0.146992
0.118453 -0.085024 0.147003
0.118484 -0.085038 0.147020
0.118517 -0.085062 0.147034
0.118554 -0.085097 0.147052
0.118586 -0.085132 0.147069
0.118607 -0.085160 0.147091
0.118599 -0.085162 0.147105
0.118583 -0.085165 0.147118
0.118582 -0.085194 0.147136
0.118596 -0.085226 0.147151
0.118619 -0.085271 0.147174
0.118630 -0.085306 0.147195
0.118621 -0.085328 0.147212
0.118593 -0.085336 0.147220
0.118559 -0.085348 0.147228
0.118544 -0.085372 0.147240
0.118538 -0.085414 0.147255
0.118531 -0.085459 0.147269
0.118509 -0.085491 0.147279
0.118472 -0.085510 0.147285
0.118439 -0.085520 0.147287
0.118383 -0.085556 0.147291
0.118360 -0.085596 0.147297
0.118343 -0.085640 0.147304
0.118313 -0.085683 0.147313
0.118278 -0.085711 0.147318
0.118229 -0.085729 0.147319
0.118169 -0.085749 0.147319
0.118121 -0.085777 0.147320
0.118072 -0.085814 0.147325
0.118032 -0.085852 0.147329
0.117975 -0.085893 0.147335
0.117914 -0.085917 0.147338
0.117837 -0.085929 0.147335
0.117747 -0.085940 0.147329
0.117655 -0.085962 0.147319
0.117599 -0.085987 0.147313
0.117524 -0.086032 0.147307
0.117446 -0.086055 0.147298
0.117336 -0.086062 0.147280
0.117232 -0.086060 0.147262
0.117108 -0.086070 0.147243
0.117009 -0.086093 0.147233
0.116911 -0.086131 0.147233
0.116803 -0.086169 0.147232
0.116684 -0.086194 0.147225
